-0.32455,-0.31841,-0.31232,-0.30628,-0.30029,-0.29436,-0.28849,-0.28269,-0.27696,-0.2713,-0.26573,-0.26024,-0.25484,-0.24954,-0.24435,-0.23928,-0.23433,-0.22951,-0.22484,-0.22032,-0.21596,-0.21179,-0.2078,-0.20403,-0.20047,-0.19714,-0.19406,-0.19125,-0.18872,-0.18648,-0.18455,-0.18295,-0.18167,-0.18074,-0.18016,-0.17993,-0.18006,-0.18055,-0.18139,-0.18258,-0.18412,-0.18598,-0.18816,-0.19065,-0.19343,-0.19648,-0.1998,-0.20336,-0.20715,-0.21115,-0.21535,-0.21973,-0.22429,-0.229,-0.23386,-0.23885,-0.24397,-0.2492,-0.25454,-0.25997,-0.26549,-0.27109,-0.27676,-0.2825,-0.28829,-0.29414,-0.30004,-0.30597,-0.31194,-0.31793,-0.32394,-0.32996,-0.33598,-0.34198,-0.34795,-0.35386,-0.35968,-0.36535,-0.3708,-0.37588,-0.38041,-0.38409,-0.38658,-0.38772,-0.38765,-0.38666,-0.38507,-0.38309,-0.38087,-0.37848,-0.37596,-0.37337,-0.37071,-0.36799,-0.36522,-0.36242,-0.35957,-0.35668,-0.35375,-0.35078,-0.34776,-0.3447,-0.34159,-0.33844,-0.33522,-0.33196,-0.32864,-0.32526,-0.32182,-0.31832,-0.31475,-0.31113,-0.30744,-0.30369,-0.29988,-0.296,-0.29206,-0.28806,-0.28401,-0.2799,-0.27573,-0.27152,-0.26725,-0.26294,-0.25859,-0.2542,-0.24977,-0.24532,-0.24083,-0.23632,-0.2318,-0.22726,-0.22271,-0.21816,-0.21361,-0.20907,-0.20454,-0.20002,-0.19554,-0.19108,-0.18666,-0.18229,-0.17796,-0.1737,-0.16951,-0.16539,-0.16136,-0.15742,-0.15359,-0.14987,-0.14629,-0.14283,-0.13953,-0.13639,-0.13342,-0.13064,-0.12806,-0.1257,-0.12355,-0.12165,-0.11999,-0.1186,-0.11747,-0.11663,-0.11607,-0.1158,-0.11583,-0.11617,-0.1168,-0.11774,-0.11897,-0.12049,-0.12231,-0.1244,-0.12676,-0.12938,-0.13225,-0.13537,-0.13871,-0.14227,-0.14603,-0.14999,-0.15413,-0.15845,-0.16292,-0.16755,-0.17233,-0.17723,-0.18226,-0.18741,-0.19267,-0.19803,-0.20349,-0.20904,-0.21467,-0.22038,-0.22617,-0.23203,-0.23795,-0.24393
-0.32079,-0.31457,-0.3084,-0.30228,-0.29621,-0.29019,-0.28424,-0.27834,-0.27252,-0.26676,-0.26108,-0.25549,-0.24998,-0.24457,-0.23926,-0.23407,-0.229,-0.22405,-0.21925,-0.2146,-0.21011,-0.2058,-0.20169,-0.19777,-0.19408,-0.19063,-0.18743,-0.1845,-0.18186,-0.17953,-0.17751,-0.17583,-0.1745,-0.17353,-0.17293,-0.1727,-0.17284,-0.17336,-0.17426,-0.17552,-0.17714,-0.1791,-0.1814,-0.18401,-0.18693,-0.19012,-0.19358,-0.19729,-0.20123,-0.20538,-0.20973,-0.21427,-0.21897,-0.22383,-0.22883,-0.23396,-0.23921,-0.24458,-0.25004,-0.25559,-0.26123,-0.26695,-0.27273,-0.27857,-0.28447,-0.29042,-0.29641,-0.30244,-0.30849,-0.31457,-0.32066,-0.32675,-0.33284,-0.33891,-0.34494,-0.35091,-0.35677,-0.36246,-0.36791,-0.37296,-0.37737,-0.38083,-0.38302,-0.38384,-0.3835,-0.38233,-0.38064,-0.3786,-0.37635,-0.37395,-0.37145,-0.36887,-0.36624,-0.36356,-0.36083,-0.35807,-0.35527,-0.35243,-0.34955,-0.34663,-0.34367,-0.34067,-0.33761,-0.33451,-0.33136,-0.32814,-0.32488,-0.32155,-0.31816,-0.3147,-0.31119,-0.3076,-0.30395,-0.30024,-0.29645,-0.2926,-0.28869,-0.28471,-0.28067,-0.27657,-0.27241,-0.2682,-0.26393,-0.25961,-0.25524,-0.25084,-0.24639,-0.2419,-0.23739,-0.23284,-0.22828,-0.22369,-0.21909,-0.21448,-0.20987,-0.20526,-0.20066,-0.19608,-0.19151,-0.18697,-0.18246,-0.178,-0.17358,-0.16922,-0.16492,-0.16069,-0.15655,-0.1525,-0.14855,-0.14471,-0.141,-0.13742,-0.13399,-0.13072,-0.12763,-0.12473,-0.12203,-0.11954,-0.11729,-0.11527,-0.11352,-0.11204,-0.11083,-0.10992,-0.10931,-0.109,-0.109,-0.10932,-0.10996,-0.11091,-0.11217,-0.11374,-0.1156,-0.11776,-0.1202,-0.1229,-0.12587,-0.12908,-0.13253,-0.13619,-0.14007,-0.14414,-0.1484,-0.15283,-0.15742,-0.16217,-0.16706,-0.17207,-0.17722,-0.18247,-0.18784,-0.19331,-0.19886,-0.20451,-0.21024,-0.21605,-0.22192,-0.22787,-0.23388,-0.23994
-0.31715,-0.31086,-0.30462,-0.29842,-0.29226,-0.28616,-0.28012,-0.27413,-0.26821,-0.26235,-0.25657,-0.25087,-0.24525,-0.23973,-0.2343,-0.22899,-0.22379,-0.21871,-0.21378,-0.20899,-0.20437,-0.19992,-0.19566,-0.19161,-0.18778,-0.18419,-0.18086,-0.1778,-0.17505,-0.1726,-0.17049,-0.16874,-0.16734,-0.16632,-0.16569,-0.16546,-0.16562,-0.16619,-0.16714,-0.16848,-0.17019,-0.17227,-0.17469,-0.17744,-0.18049,-0.18384,-0.18746,-0.19132,-0.19542,-0.19974,-0.20425,-0.20894,-0.21379,-0.2188,-0.22395,-0.22922,-0.23461,-0.24011,-0.2457,-0.25138,-0.25714,-0.26296,-0.26886,-0.27481,-0.28081,-0.28686,-0.29294,-0.29906,-0.3052,-0.31136,-0.31753,-0.3237,-0.32986,-0.336,-0.34208,-0.3481,-0.354,-0.35972,-0.36515,-0.37013,-0.3744,-0.37761,-0.37946,-0.37994,-0.37933,-0.37799,-0.37619,-0.3741,-0.37183,-0.36943,-0.36694,-0.36438,-0.36178,-0.35913,-0.35645,-0.35373,-0.35098,-0.34819,-0.34537,-0.34251,-0.33961,-0.33666,-0.33367,-0.33062,-0.32752,-0.32437,-0.32116,-0.31789,-0.31455,-0.31115,-0.30768,-0.30415,-0.30054,-0.29686,-0.29312,-0.2893,-0.28541,-0.28146,-0.27744,-0.27335,-0.2692,-0.26499,-0.26072,-0.2564,-0.25202,-0.2476,-0.24313,-0.23862,-0.23408,-0.2295,-0.22489,-0.22026,-0.21561,-0.21095,-0.20628,-0.20161,-0.19694,-0.19228,-0.18763,-0.18301,-0.17842,-0.17386,-0.16934,-0.16488,-0.16047,-0.15613,-0.15187,-0.1477,-0.14363,-0.13967,-0.13583,-0.13212,-0.12856,-0.12516,-0.12194,-0.1189,-0.11607,-0.11346,-0.11108,-0.10896,-0.1071,-0.10551,-0.10422,-0.10324,-0.10256,-0.10221,-0.10218,-0.10249,-0.10312,-0.10409,-0.10538,-0.107,-0.10892,-0.11115,-0.11367,-0.11647,-0.11953,-0.12285,-0.12641,-0.13019,-0.13419,-0.13838,-0.14276,-0.14731,-0.15202,-0.15689,-0.16189,-0.16703,-0.17228,-0.17765,-0.18313,-0.1887,-0.19436,-0.20011,-0.20593,-0.21183,-0.2178,-0.22383,-0.22993,-0.23608
-0.31365,-0.30729,-0.30097,-0.29469,-0.28846,-0.28227,-0.27614,-0.27006,-0.26404,-0.25809,-0.2522,-0.24639,-0.24066,-0.23502,-0.22948,-0.22404,-0.21871,-0.2135,-0.20843,-0.20351,-0.19874,-0.19414,-0.18974,-0.18553,-0.18156,-0.17782,-0.17435,-0.17116,-0.16827,-0.16571,-0.1635,-0.16165,-0.16019,-0.15912,-0.15846,-0.15823,-0.15841,-0.15901,-0.16003,-0.16146,-0.16328,-0.16548,-0.16804,-0.17093,-0.17415,-0.17766,-0.18144,-0.18548,-0.18974,-0.19422,-0.1989,-0.20375,-0.20877,-0.21393,-0.21923,-0.22465,-0.23018,-0.23581,-0.24153,-0.24733,-0.25321,-0.25915,-0.26516,-0.27121,-0.27732,-0.28346,-0.28964,-0.29584,-0.30207,-0.30831,-0.31456,-0.32081,-0.32704,-0.33323,-0.33938,-0.34544,-0.35138,-0.35711,-0.36252,-0.36742,-0.3715,-0.3744,-0.37586,-0.37599,-0.37514,-0.37364,-0.37174,-0.3696,-0.36731,-0.3649,-0.36243,-0.3599,-0.35733,-0.35472,-0.35208,-0.34941,-0.34671,-0.34397,-0.34121,-0.3384,-0.33556,-0.33268,-0.32975,-0.32677,-0.32373,-0.32064,-0.31749,-0.31428,-0.311,-0.30766,-0.30424,-0.30076,-0.2972,-0.29357,-0.28986,-0.28608,-0.28223,-0.2783,-0.2743,-0.27024,-0.2661,-0.2619,-0.25763,-0.25331,-0.24893,-0.24449,-0.24001,-0.23548,-0.2309,-0.22629,-0.22165,-0.21698,-0.21228,-0.20757,-0.20284,-0.19811,-0.19337,-0.18864,-0.18391,-0.17921,-0.17452,-0.16987,-0.16526,-0.16069,-0.15618,-0.15173,-0.14735,-0.14306,-0.13886,-0.13477,-0.13079,-0.12695,-0.12325,-0.11971,-0.11635,-0.11317,-0.1102,-0.10746,-0.10495,-0.1027,-0.10072,-0.099036,-0.097651,-0.096583,-0.095843,-0.095439,-0.095379,-0.095666,-0.096303,-0.097286,-0.098613,-0.10028,-0.10226,-0.10457,-0.10718,-0.11008,-0.11325,-0.11668,-0.12036,-0.12426,-0.12838,-0.1327,-0.13721,-0.14189,-0.14673,-0.15171,-0.15684,-0.16209,-0.16747,-0.17295,-0.17853,-0.18421,-0.18998,-0.19583,-0.20175,-0.20775,-0.21381,-0.21993,-0.22611,-0.23234
-0.31029,-0.30386,-0.29746,-0.29111,-0.28479,-0.27853,-0.2723,-0.26614,-0.26002,-0.25397,-0.24798,-0.24207,-0.23623,-0.23047,-0.2248,-0.21924,-0.21378,-0.20844,-0.20322,-0.19815,-0.19323,-0.18849,-0.18392,-0.17957,-0.17543,-0.17154,-0.16791,-0.16458,-0.16155,-0.15886,-0.15653,-0.15459,-0.15305,-0.15192,-0.15124,-0.15099,-0.1512,-0.15185,-0.15295,-0.15447,-0.15641,-0.15874,-0.16145,-0.16451,-0.16789,-0.17158,-0.17554,-0.17976,-0.1842,-0.18886,-0.19371,-0.19873,-0.20391,-0.20924,-0.21469,-0.22025,-0.22592,-0.23169,-0.23754,-0.24347,-0.24946,-0.25552,-0.26163,-0.26779,-0.274,-0.28024,-0.28651,-0.2928,-0.29911,-0.30543,-0.31176,-0.31808,-0.32437,-0.33063,-0.33684,-0.34295,-0.34891,-0.35465,-0.36002,-0.3648,-0.36864,-0.37118,-0.37223,-0.37201,-0.37091,-0.36926,-0.36728,-0.3651,-0.36278,-0.36038,-0.35792,-0.35541,-0.35288,-0.35031,-0.34771,-0.34509,-0.34244,-0.33977,-0.33706,-0.33432,-0.33154,-0.32872,-0.32585,-0.32294,-0.31997,-0.31695,-0.31387,-0.31072,-0.30751,-0.30422,-0.30087,-0.29744,-0.29393,-0.29035,-0.28669,-0.28295,-0.27914,-0.27524,-0.27127,-0.26723,-0.26311,-0.25892,-0.25467,-0.25034,-0.24596,-0.24152,-0.23702,-0.23247,-0.22787,-0.22323,-0.21856,-0.21384,-0.2091,-0.20434,-0.19956,-0.19476,-0.18996,-0.18515,-0.18035,-0.17557,-0.1708,-0.16605,-0.16134,-0.15667,-0.15204,-0.14748,-0.14299,-0.13857,-0.13424,-0.13001,-0.1259,-0.12192,-0.11807,-0.11439,-0.11087,-0.10755,-0.10443,-0.10154,-0.098897,-0.096513,-0.094411,-0.092607,-0.091118,-0.08996,-0.089146,-0.088685,-0.088587,-0.088855,-0.089492,-0.090495,-0.091859,-0.093576,-0.095636,-0.098026,-0.10073,-0.10374,-0.10702,-0.11058,-0.11438,-0.11842,-0.12267,-0.12712,-0.13176,-0.13657,-0.14154,-0.14666,-0.15191,-0.15729,-0.16278,-0.16838,-0.17408,-0.17986,-0.18574,-0.19169,-0.19771,-0.2038,-0.20995,-0.21616,-0.22242,-0.22873
-0.30707,-0.30057,-0.2941,-0.28767,-0.28128,-0.27493,-0.26862,-0.26237,-0.25616,-0.25001,-0.24392,-0.2379,-0.23195,-0.22607,-0.22029,-0.21459,-0.209,-0.20352,-0.19816,-0.19294,-0.18787,-0.18296,-0.17824,-0.17372,-0.16941,-0.16536,-0.16156,-0.15807,-0.15489,-0.15206,-0.1496,-0.14755,-0.14592,-0.14473,-0.14401,-0.14376,-0.14399,-0.1447,-0.14588,-0.14751,-0.14958,-0.15207,-0.15495,-0.15818,-0.16175,-0.16563,-0.16978,-0.17419,-0.17882,-0.18367,-0.18869,-0.19389,-0.19924,-0.20472,-0.21033,-0.21604,-0.22186,-0.22776,-0.23374,-0.23979,-0.2459,-0.25207,-0.25829,-0.26456,-0.27086,-0.27719,-0.28355,-0.28994,-0.29633,-0.30273,-0.30913,-0.31552,-0.32188,-0.3282,-0.33446,-0.34061,-0.34659,-0.35233,-0.35764,-0.36226,-0.36581,-0.36792,-0.36853,-0.36797,-0.36664,-0.36486,-0.36281,-0.36058,-0.35825,-0.35586,-0.35341,-0.35093,-0.34843,-0.3459,-0.34335,-0.34078,-0.33819,-0.33557,-0.33292,-0.33025,-0.32753,-0.32478,-0.32199,-0.31914,-0.31625,-0.3133,-0.31028,-0.30721,-0.30406,-0.30084,-0.29755,-0.29418,-0.29074,-0.28721,-0.2836,-0.27991,-0.27614,-0.27228,-0.26835,-0.26433,-0.26024,-0.25607,-0.25182,-0.24751,-0.24313,-0.23868,-0.23417,-0.22961,-0.22499,-0.22032,-0.21562,-0.21087,-0.20608,-0.20127,-0.19644,-0.19158,-0.18672,-0.18184,-0.17697,-0.1721,-0.16724,-0.1624,-0.15759,-0.15282,-0.14808,-0.14341,-0.13879,-0.13425,-0.12979,-0.12542,-0.12117,-0.11703,-0.11304,-0.1092,-0.10553,-0.10205,-0.098776,-0.095731,-0.092933,-0.090404,-0.088164,-0.086233,-0.08463,-0.083372,-0.082475,-0.081952,-0.08181,-0.082057,-0.082693,-0.083717,-0.085123,-0.0869,-0.089038,-0.09152,-0.094332,-0.097453,-0.10087,-0.10455,-0.10849,-0.11267,-0.11706,-0.12165,-0.12643,-0.13138,-0.13649,-0.14174,-0.14712,-0.15262,-0.15823,-0.16395,-0.16976,-0.17566,-0.18163,-0.18769,-0.19381,-0.19999,-0.20623,-0.21253,-0.21888,-0.22527
-0.304,-0.29743,-0.29089,-0.28439,-0.27792,-0.27149,-0.2651,-0.25876,-0.25246,-0.24622,-0.24003,-0.2339,-0.22784,-0.22185,-0.21594,-0.21011,-0.20439,-0.19877,-0.19327,-0.18789,-0.18266,-0.17759,-0.1727,-0.168,-0.16352,-0.15928,-0.15531,-0.15164,-0.1483,-0.14531,-0.14271,-0.14053,-0.1388,-0.13755,-0.13679,-0.13653,-0.13679,-0.13756,-0.13884,-0.1406,-0.14282,-0.14547,-0.14853,-0.15196,-0.15573,-0.15981,-0.16417,-0.16878,-0.17362,-0.17865,-0.18387,-0.18924,-0.19476,-0.20041,-0.20617,-0.21203,-0.21799,-0.22403,-0.23014,-0.23631,-0.24254,-0.24882,-0.25515,-0.26152,-0.26791,-0.27434,-0.28079,-0.28725,-0.29373,-0.3002,-0.30668,-0.31313,-0.31956,-0.32594,-0.33224,-0.33843,-0.34444,-0.35015,-0.35537,-0.35979,-0.36298,-0.3646,-0.36476,-0.36387,-0.36234,-0.36044,-0.35831,-0.35606,-0.35372,-0.35133,-0.3489,-0.34645,-0.34398,-0.34149,-0.33899,-0.33648,-0.33394,-0.33138,-0.3288,-0.32619,-0.32355,-0.32087,-0.31814,-0.31537,-0.31255,-0.30968,-0.30674,-0.30374,-0.30066,-0.29752,-0.2943,-0.291,-0.28761,-0.28415,-0.2806,-0.27696,-0.27323,-0.26942,-0.26553,-0.26154,-0.25748,-0.25333,-0.2491,-0.2448,-0.24042,-0.23598,-0.23147,-0.22689,-0.22226,-0.21757,-0.21283,-0.20805,-0.20323,-0.19837,-0.19349,-0.18858,-0.18365,-0.1787,-0.17376,-0.16881,-0.16387,-0.15894,-0.15403,-0.14915,-0.14431,-0.13951,-0.13477,-0.1301,-0.12551,-0.121,-0.1166,-0.11232,-0.10817,-0.10416,-0.10033,-0.096683,-0.093242,-0.09003,-0.087069,-0.084382,-0.081991,-0.07992,-0.07819,-0.076822,-0.075834,-0.075239,-0.075049,-0.075271,-0.075907,-0.076954,-0.078406,-0.08025,-0.082474,-0.085058,-0.087985,-0.091234,-0.094782,-0.09861,-0.1027,-0.10702,-0.11156,-0.1163,-0.12123,-0.12632,-0.13156,-0.13695,-0.14246,-0.14809,-0.15383,-0.15967,-0.16559,-0.1716,-0.17768,-0.18384,-0.19005,-0.19633,-0.20266,-0.20905,-0.21548,-0.22195
-0.30108,-0.29445,-0.28784,-0.28127,-0.27473,-0.26822,-0.26175,-0.25532,-0.24894,-0.2426,-0.23631,-0.23008,-0.2239,-0.2178,-0.21177,-0.20582,-0.19996,-0.1942,-0.18855,-0.18302,-0.17762,-0.17238,-0.16731,-0.16243,-0.15777,-0.15334,-0.14918,-0.14531,-0.14178,-0.13862,-0.13586,-0.13355,-0.13171,-0.13037,-0.12956,-0.1293,-0.1296,-0.13044,-0.13183,-0.13373,-0.13612,-0.13896,-0.14223,-0.14587,-0.14986,-0.15416,-0.15874,-0.16356,-0.1686,-0.17384,-0.17925,-0.1848,-0.1905,-0.19631,-0.20223,-0.20824,-0.21434,-0.22051,-0.22675,-0.23304,-0.23939,-0.24578,-0.25221,-0.25867,-0.26516,-0.27168,-0.27821,-0.28476,-0.29131,-0.29786,-0.3044,-0.31092,-0.31741,-0.32385,-0.3302,-0.33642,-0.34244,-0.34811,-0.35322,-0.35737,-0.3601,-0.36119,-0.3609,-0.35971,-0.35799,-0.35598,-0.3538,-0.35152,-0.34917,-0.34679,-0.34438,-0.34196,-0.33953,-0.33709,-0.33464,-0.33217,-0.32969,-0.3272,-0.32468,-0.32214,-0.31957,-0.31697,-0.31432,-0.31163,-0.30889,-0.30609,-0.30323,-0.30031,-0.29731,-0.29425,-0.2911,-0.28787,-0.28456,-0.28116,-0.27767,-0.27409,-0.27042,-0.26666,-0.26281,-0.25887,-0.25483,-0.25072,-0.24651,-0.24223,-0.23786,-0.23342,-0.22891,-0.22432,-0.21968,-0.21497,-0.21021,-0.2054,-0.20054,-0.19564,-0.19071,-0.18575,-0.18076,-0.17575,-0.17073,-0.16571,-0.16068,-0.15566,-0.15066,-0.14568,-0.14073,-0.13581,-0.13095,-0.12615,-0.12142,-0.11677,-0.11222,-0.10778,-0.10346,-0.099295,-0.095288,-0.091465,-0.087847,-0.084456,-0.081319,-0.078459,-0.075904,-0.073678,-0.071808,-0.070317,-0.069225,-0.06855,-0.068305,-0.068499,-0.069134,-0.070207,-0.07171,-0.073629,-0.075948,-0.078645,-0.0817,-0.085087,-0.088783,-0.092763,-0.097005,-0.10148,-0.10618,-0.11108,-0.11616,-0.1214,-0.12679,-0.13231,-0.13796,-0.14372,-0.14958,-0.15554,-0.16158,-0.1677,-0.17389,-0.18014,-0.18646,-0.19283,-0.19925,-0.20572,-0.21223,-0.21878
-0.29831,-0.29162,-0.28495,-0.27831,-0.2717,-0.26512,-0.25857,-0.25206,-0.24559,-0.23916,-0.23277,-0.22644,-0.22016,-0.21394,-0.20779,-0.20172,-0.19572,-0.18982,-0.18402,-0.17833,-0.17278,-0.16736,-0.16211,-0.15704,-0.15217,-0.14754,-0.14317,-0.1391,-0.13537,-0.13202,-0.12908,-0.1266,-0.12463,-0.1232,-0.12234,-0.12208,-0.12241,-0.12334,-0.12485,-0.12692,-0.1295,-0.13256,-0.13605,-0.13993,-0.14416,-0.1487,-0.15351,-0.15855,-0.16381,-0.16925,-0.17485,-0.1806,-0.18647,-0.19244,-0.19852,-0.20468,-0.21092,-0.21722,-0.22358,-0.22999,-0.23645,-0.24294,-0.24947,-0.25603,-0.26262,-0.26922,-0.27583,-0.28246,-0.28908,-0.2957,-0.30231,-0.3089,-0.31545,-0.32194,-0.32833,-0.33458,-0.3406,-0.34622,-0.35116,-0.35496,-0.35715,-0.35766,-0.35694,-0.35548,-0.35361,-0.3515,-0.34927,-0.34696,-0.34462,-0.34225,-0.33986,-0.33747,-0.33508,-0.33268,-0.33028,-0.32787,-0.32545,-0.32302,-0.32057,-0.3181,-0.31561,-0.31308,-0.31051,-0.3079,-0.30525,-0.30253,-0.29976,-0.29692,-0.29401,-0.29103,-0.28796,-0.28481,-0.28158,-0.27825,-0.27483,-0.27132,-0.26771,-0.264,-0.2602,-0.2563,-0.25231,-0.24822,-0.24405,-0.23979,-0.23544,-0.23101,-0.2265,-0.22191,-0.21726,-0.21254,-0.20776,-0.20292,-0.19803,-0.19309,-0.18812,-0.1831,-0.17806,-0.17299,-0.1679,-0.1628,-0.15769,-0.15259,-0.14749,-0.14241,-0.13735,-0.13232,-0.12734,-0.1224,-0.11753,-0.11274,-0.10804,-0.10343,-0.098953,-0.094609,-0.090422,-0.086413,-0.082606,-0.079025,-0.075697,-0.07265,-0.069914,-0.067518,-0.065491,-0.063861,-0.062652,-0.061887,-0.06158,-0.061741,-0.062375,-0.063477,-0.065037,-0.06704,-0.069465,-0.072289,-0.075484,-0.079023,-0.082879,-0.087024,-0.091432,-0.09608,-0.10094,-0.106,-0.11124,-0.11663,-0.12217,-0.12784,-0.13363,-0.13952,-0.14551,-0.15158,-0.15774,-0.16397,-0.17026,-0.17662,-0.18303,-0.18949,-0.196,-0.20255,-0.20914,-0.21577
-0.29571,-0.28896,-0.28223,-0.27553,-0.26885,-0.26219,-0.25557,-0.24898,-0.24243,-0.23591,-0.22943,-0.223,-0.21662,-0.21029,-0.20402,-0.19782,-0.1917,-0.18566,-0.17971,-0.17386,-0.16813,-0.16254,-0.1571,-0.15183,-0.14676,-0.14191,-0.13732,-0.13303,-0.12908,-0.1255,-0.12236,-0.11971,-0.11759,-0.11605,-0.11513,-0.11485,-0.11523,-0.11627,-0.11793,-0.12018,-0.12298,-0.12628,-0.13003,-0.13417,-0.13866,-0.14345,-0.1485,-0.15378,-0.15926,-0.16491,-0.17071,-0.17664,-0.18268,-0.18883,-0.19506,-0.20136,-0.20773,-0.21416,-0.22064,-0.22717,-0.23373,-0.24033,-0.24696,-0.25361,-0.26028,-0.26696,-0.27365,-0.28035,-0.28705,-0.29374,-0.30042,-0.30706,-0.31367,-0.32021,-0.32664,-0.33291,-0.33892,-0.34446,-0.34917,-0.35251,-0.35406,-0.354,-0.35288,-0.35119,-0.34917,-0.34699,-0.34472,-0.34239,-0.34005,-0.33769,-0.33533,-0.33297,-0.33062,-0.32826,-0.32591,-0.32356,-0.32121,-0.31884,-0.31647,-0.31407,-0.31165,-0.30921,-0.30672,-0.3042,-0.30163,-0.299,-0.29632,-0.29357,-0.29075,-0.28785,-0.28487,-0.28181,-0.27866,-0.27541,-0.27207,-0.26862,-0.26508,-0.26144,-0.25769,-0.25385,-0.2499,-0.24586,-0.24172,-0.23748,-0.23315,-0.22874,-0.22424,-0.21966,-0.215,-0.21027,-0.20547,-0.20061,-0.1957,-0.19073,-0.18571,-0.18065,-0.17555,-0.17042,-0.16527,-0.1601,-0.15491,-0.14972,-0.14453,-0.13935,-0.13419,-0.12904,-0.12394,-0.11888,-0.11387,-0.10893,-0.10407,-0.099303,-0.09465,-0.090126,-0.085751,-0.081547,-0.07754,-0.073755,-0.070222,-0.066972,-0.064037,-0.061452,-0.059249,-0.057463,-0.056122,-0.055253,-0.054874,-0.054998,-0.05563,-0.056765,-0.058391,-0.060488,-0.063033,-0.065997,-0.069347,-0.073054,-0.077084,-0.081407,-0.085994,-0.090819,-0.095857,-0.10109,-0.10649,-0.11204,-0.11773,-0.12354,-0.12947,-0.13549,-0.14161,-0.14781,-0.15408,-0.16041,-0.16681,-0.17327,-0.17977,-0.18632,-0.19292,-0.19955,-0.20622,-0.21292
